,inventory_id,film_id,rental_duration,rental_rate,length,replacement_cost,rating,category,store_id,rental_id,rental_date,customer_id,amount,active,date,time,month,day
117,4536,990,3,0.99,171,13.99,0.0,0.0,2,1573,0.0,371,6.99,1,0.0,0.0,6,25
118,3048,668,7,4.99,80,25.99,0.0,0.0,2,1675,0.0,371,5.99,1,0.0,0.0,6,24
119,417,91,5,0.99,98,17.99,0.0,0.0,2,2837,0.0,371,0.99,1,0.0,0.0,6,20
120,1982,432,4,2.99,139,22.99,0.0,0.0,2,3176,0.0,371,3.99,1,0.0,0.0,6,25
121,2744,602,5,0.99,146,14.99,0.0,0.0,1,3396,0.0,371,0.99,1,0.0,0.0,6,23
122,2766,608,6,2.99,166,11.99,0.0,0.0,1,2315,0.0,372,2.99,1,0.0,0.0,6,22
123,4185,911,7,4.99,64,14.99,0.0,1.0,2,2959,0.0,372,4.99,1,0.0,0.0,6,27
124,3988,869,4,2.99,47,22.99,0.0,1.0,2,3283,0.0,372,3.99,1,0.0,0.0,6,26
125,4233,920,3,0.99,62,16.99,1.0,0.0,2,1472,0.0,373,6.99,1,0.0,0.0,6,24
126,1326,293,6,2.99,167,17.99,1.0,0.0,1,3161,0.0,373,2.99,1,0.0,0.0,6,21
127,2094,454,6,0.99,180,20.99,0.0,0.0,1,1548,0.0,374,1.99,1,0.0,0.0,6,23
128,872,191,6,0.99,143,27.99,0.0,0.0,2,2046,0.0,374,1.99,1,0.0,0.0,6,24
129,3683,805,5,4.99,64,12.99,1.0,0.0,2,2487,0.0,374,4.99,1,0.0,0.0,6,23
130,231,51,5,2.99,75,10.99,0.0,0.0,2,2641,0.0,374,2.99,1,0.0,0.0,6,22
131,2776,609,7,2.99,185,23.99,1.0,0.0,2,1404,0.0,375,2.99,1,0.0,0.0,6,16
132,165,35,4,2.99,147,24.99,0.0,0.0,2,1499,0.0,375,5.99,1,0.0,0.0,6,22
133,4001,871,6,4.99,176,19.99,0.0,0.0,2,2236,0.0,375,4.99,1,0.0,0.0,6,23
134,750,164,4,0.99,55,20.99,0.0,0.0,2,1208,0.0,376,0.99,1,0.0,0.0,6,18
135,1020,228,4,0.99,143,16.99,0.0,0.0,2,2779,0.0,376,0.99,1,0.0,0.0,6,23
136,125,25,3,2.99,74,15.99,1.0,0.0,1,2556,0.0,377,3.99,1,0.0,0.0,6,23
137,118,23,3,0.99,92,9.99,0.0,0.0,2,3080,0.0,377,1.99,1,0.0,0.0,6,24
138,4437,970,7,0.99,52,11.99,0.0,0.0,2,3086,0.0,377,0.99,1,0.0,0.0,6,25
139,3349,735,7,2.99,102,26.99,0.0,0.0,2,3136,0.0,377,2.99,1,0.0,0.0,6,22
140,1639,358,5,0.99,163,29.99,0.0,0.0,1,3443,0.0,377,4.99,1,0.0,0.0,6,30
141,4485,980,4,4.99,75,12.99,0.0,0.0,1,1623,0.0,378,4.99,1,0.0,0.0,6,17
142,3552,776,6,4.99,90,11.99,0.0,0.0,2,1662,0.0,378,5.99,1,0.0,0.0,6,23
143,1699,370,4,2.99,108,26.99,0.0,0.0,1,2134,0.0,378,7.99,1,0.0,0.0,6,26
144,3979,867,5,4.99,58,10.99,0.0,0.0,1,2713,0.0,378,4.99,1,0.0,0.0,6,20
145,1281,284,5,4.99,77,23.99,0.0,0.0,1,1383,0.0,379,8.99,1,0.0,0.0,6,24
146,3134,689,5,2.99,137,14.99,0.0,0.0,1,2313,0.0,379,5.99,1,0.0,0.0,6,26
147,1055,235,6,2.99,68,13.99,0.0,0.0,1,2926,0.0,379,2.99,1,0.0,0.0,6,26
148,2412,526,7,2.99,120,10.99,0.0,0.0,2,1868,0.0,380,3.99,1,0.0,0.0,6,25
149,3417,748,4,0.99,109,16.99,0.0,1.0,2,1984,0.0,380,2.99,1,0.0,0.0,6,23
150,1278,283,6,0.99,85,10.99,0.0,0.0,1,2018,0.0,380,3.99,1,0.0,0.0,6,26
151,2866,628,5,2.99,172,24.99,0.0,0.0,1,2440,0.0,380,2.99,1,0.0,0.0,6,22
152,463,102,4,4.99,60,20.99,0.0,0.0,2,2464,0.0,380,4.99,1,0.0,0.0,6,20
153,1288,285,3,0.99,51,18.99,0.0,0.0,1,2998,0.0,380,1.99,1,0.0,0.0,6,24
154,3756,821,6,0.99,184,17.99,0.0,0.0,2,3099,0.0,380,1.99,1,0.0,0.0,6,27
155,3627,791,3,4.99,167,24.99,0.0,0.0,2,3260,0.0,380,4.99,1,0.0,0.0,6,23
156,1951,425,6,0.99,88,20.99,0.0,0.0,2,1402,0.0,381,3.99,1,0.0,0.0,6,24
157,3319,730,3,0.99,46,28.99,0.0,0.0,2,1878,0.0,381,1.99,1,0.0,0.0,6,21
158,265,59,4,2.99,160,20.99,0.0,0.0,1,2410,0.0,381,2.99,1,0.0,0.0,6,20
159,2756,604,4,0.99,160,10.99,1.0,0.0,2,2418,0.0,381,4.99,1,0.0,0.0,6,26
160,4548,993,6,2.99,178,10.99,0.0,0.0,1,3425,0.0,381,2.99,1,0.0,0.0,6,27
161,731,160,4,0.99,65,12.99,0.0,0.0,1,2389,0.0,382,0.99,1,0.0,0.0,6,21
162,1833,398,5,4.99,47,21.99,0.0,0.0,2,2468,0.0,382,4.99,1,0.0,0.0,6,23
163,4012,873,3,0.99,108,13.99,1.0,0.0,2,2489,0.0,382,1.99,1,0.0,0.0,6,22
164,2559,561,6,2.99,123,26.99,0.0,0.0,1,2514,0.0,382,2.99,1,0.0,0.0,6,23
165,3293,725,6,4.99,167,25.99,0.0,0.0,1,3125,0.0,382,4.99,1,0.0,0.0,6,21
166,2610,572,4,2.99,64,9.99,0.0,0.0,2,1831,0.0,383,7.99,1,0.0,0.0,6,25
167,490,109,3,0.99,89,17.99,1.0,0.0,2,2228,0.0,383,2.99,1,0.0,0.0,6,23
168,1987,433,4,2.99,95,23.99,0.0,0.0,1,2252,0.0,383,2.99,1,0.0,0.0,6,21
169,2328,505,6,2.99,46,24.99,0.0,0.0,2,2318,0.0,383,2.99,1,0.0,0.0,6,23
170,2254,487,6,4.99,124,29.99,0.0,0.0,2,2609,0.0,383,7.99,1,0.0,0.0,6,28
171,854,188,7,2.99,136,24.99,0.0,0.0,1,3091,0.0,383,2.99,1,0.0,0.0,6,22
172,2851,625,3,0.99,83,18.99,0.0,0.0,1,1961,0.0,384,0.99,1,0.0,0.0,6,20
173,1914,416,6,0.99,110,10.99,0.0,0.0,2,2020,0.0,384,0.99,1,0.0,0.0,6,19
174,2796,614,5,4.99,178,11.99,0.0,0.0,1,2378,0.0,384,7.99,1,0.0,0.0,6,26
175,3827,838,5,4.99,112,25.99,0.0,1.0,2,2510,0.0,384,5.99,1,0.0,0.0,6,24
176,2735,600,5,0.99,166,16.99,0.0,0.0,1,2935,0.0,384,3.99,1,0.0,0.0,6,28
177,3049,670,4,4.99,48,17.99,0.0,0.0,1,3088,0.0,384,9.99,1,0.0,0.0,6,29
178,1738,378,5,2.99,93,24.99,0.0,0.0,1,3101,0.0,384,4.99,1,0.0,0.0,6,27
179,4272,930,4,2.99,145,23.99,0.0,0.0,1,1746,0.0,385,2.99,1,0.0,0.0,6,19
180,1266,281,6,0.99,143,9.99,1.0,0.0,1,1937,0.0,385,0.99,1,0.0,0.0,6,21
181,130,26,3,0.99,86,15.99,1.0,0.0,1,3105,0.0,385,0.99,1,0.0,0.0,6,21
182,1708,373,7,2.99,156,14.99,1.0,0.0,1,1585,0.0,386,3.99,1,0.0,0.0,6,24
183,2581,566,6,0.99,72,20.99,0.0,0.0,1,1608,0.0,386,2.99,1,0.0,0.0,6,24
184,1689,368,7,2.99,84,20.99,0.0,0.0,1,1819,0.0,386,5.99,1,0.0,0.0,6,26
185,610,132,6,0.99,114,25.99,0.0,0.0,2,2732,0.0,386,0.99,1,0.0,0.0,6,25
186,1591,349,4,2.99,185,27.99,0.0,0.0,1,3351,0.0,386,2.99,1,0.0,0.0,6,23
187,4113,894,6,0.99,68,23.99,0.0,0.0,2,1464,0.0,387,0.99,1,0.0,0.0,6,17
188,609,132,6,0.99,114,25.99,0.0,0.0,1,1465,0.0,387,0.99,1,0.0,0.0,6,18
189,4252,924,7,0.99,129,15.99,0.0,0.0,2,2068,0.0,387,0.99,1,0.0,0.0,6,20
190,2267,489,4,0.99,54,14.99,0.0,0.0,2,2100,0.0,387,0.99,1,0.0,0.0,6,19
191,522,115,5,2.99,167,27.99,0.0,1.0,2,2981,0.0,387,5.99,1,0.0,0.0,6,28
192,35,7,6,4.99,62,28.99,0.0,0.0,2,3378,0.0,387,4.99,1,0.0,0.0,6,25
193,1508,330,7,4.99,112,22.99,0.0,0.0,1,1276,0.0,388,6.99,1,0.0,0.0,6,24
194,238,54,5,0.99,113,15.99,0.0,0.0,1,2145,0.0,388,0.99,1,0.0,0.0,6,18
195,3499,767,6,4.99,183,13.99,0.0,0.0,1,2537,0.0,388,5.99,1,0.0,0.0,6,26
196,3162,694,6,4.99,98,15.99,0.0,0.0,1,2692,0.0,388,4.99,1,0.0,0.0,6,21
197,33,7,6,4.99,62,28.99,0.0,0.0,1,3159,0.0,388,7.99,1,0.0,0.0,6,29
198,1941,422,7,4.99,136,25.99,0.0,0.0,2,1763,0.0,389,4.99,1,0.0,0.0,6,20
199,2335,507,4,0.99,113,13.99,0.0,0.0,2,1946,0.0,389,4.99,1,0.0,0.0,6,25
200,664,143,6,0.99,142,17.99,0.0,0.0,2,2552,0.0,389,3.99,1,0.0,0.0,6,28
201,267,59,4,2.99,160,20.99,0.0,0.0,2,1539,0.0,390,5.99,1,0.0,0.0,6,23
202,1372,302,5,2.99,131,29.99,1.0,0.0,1,1730,0.0,390,2.99,1,0.0,0.0,6,19
203,3346,735,7,2.99,102,26.99,0.0,0.0,2,1893,0.0,390,2.99,1,0.0,0.0,6,23
204,4285,933,4,4.99,126,11.99,0.0,0.0,1,2330,0.0,390,7.99,1,0.0,0.0,6,25
205,615,133,7,4.99,117,14.99,0.0,0.0,2,3147,0.0,390,5.99,1,0.0,0.0,6,28
206,2743,602,5,0.99,146,14.99,0.0,0.0,1,1232,0.0,391,0.99,1,0.0,0.0,6,17
207,1411,309,6,0.99,98,29.99,0.0,0.0,1,1931,0.0,391,0.99,1,0.0,0.0,6,22
208,561,122,7,0.99,114,11.99,0.0,0.0,1,2045,0.0,391,2.99,1,0.0,0.0,6,26
209,1381,303,6,0.99,58,27.99,0.0,1.0,1,2690,0.0,391,2.99,1,0.0,0.0,6,27
210,2632,577,4,0.99,64,10.99,0.0,0.0,1,3163,0.0,391,2.99,1,0.0,0.0,6,26
211,2421,528,4,2.99,155,25.99,0.0,0.0,1,1530,0.0,392,6.99,1,0.0,0.0,6,24
212,705,154,6,2.99,81,12.99,1.0,0.0,2,1764,0.0,392,2.99,1,0.0,0.0,6,21
213,2030,442,6,2.99,65,24.99,0.0,0.0,1,2289,0.0,392,2.99,1,0.0,0.0,6,24
214,3437,753,3,0.99,48,20.99,0.0,0.0,2,2890,0.0,392,4.99,1,0.0,0.0,6,27
215,1739,378,5,2.99,93,24.99,0.0,0.0,2,1611,0.0,393,6.99,1,0.0,0.0,6,25
216,2620,574,3,0.99,86,19.99,1.0,1.0,2,1915,0.0,393,1.99,1,0.0,0.0,6,21
217,1881,410,7,2.99,48,19.99,0.0,0.0,1,2219,0.0,393,2.99,1,0.0,0.0,6,22
218,1521,331,6,2.99,90,25.99,0.0,0.0,2,2319,0.0,393,4.99,1,0.0,0.0,6,26
219,2941,646,6,0.99,169,12.99,0.0,0.0,1,3001,0.0,393,2.99,1,0.0,0.0,6,28
220,764,167,6,4.99,109,10.99,0.0,0.0,1,1324,0.0,394,4.99,1,0.0,0.0,6,17
221,62,12,6,0.99,136,22.99,0.0,0.0,1,1270,0.0,395,0.99,1,0.0,0.0,6,18
222,595,130,7,0.99,110,24.99,0.0,1.0,1,1562,0.0,395,0.99,1,0.0,0.0,6,23
223,3308,728,3,0.99,63,26.99,0.0,0.0,1,1603,0.0,395,0.99,1,0.0,0.0,6,17
224,1543,338,6,4.99,51,23.99,0.0,0.0,2,3030,0.0,395,4.99,1,0.0,0.0,6,24
225,1717,374,3,0.99,117,29.99,0.0,0.0,2,3310,0.0,395,0.99,1,0.0,0.0,6,22
226,727,159,5,4.99,58,12.99,0.0,0.0,1,3389,0.0,395,6.99,1,0.0,0.0,6,28
227,644,140,6,0.99,87,23.99,1.0,0.0,1,1370,0.0,396,1.99,1,0.0,0.0,6,22
228,4073,888,5,4.99,53,9.99,0.0,0.0,1,1385,0.0,396,4.99,1,0.0,0.0,6,18
229,2655,582,3,2.99,162,19.99,0.0,0.0,2,1408,0.0,396,6.99,1,0.0,0.0,6,22
230,1229,272,5,4.99,153,9.99,0.0,0.0,1,1769,0.0,397,5.99,1,0.0,0.0,6,22
231,4028,877,4,0.99,64,23.99,0.0,0.0,2,3027,0.0,397,1.99,1,0.0,0.0,6,25
232,4473,977,3,2.99,85,25.99,0.0,0.0,2,1228,0.0,398,2.99,1,0.0,0.0,6,17
233,466,103,7,4.99,133,27.99,0.0,0.0,1,2087,0.0,398,6.99,1,0.0,0.0,6,26
234,1806,392,5,4.99,51,13.99,0.0,0.0,1,3141,0.0,398,9.99,1,0.0,0.0,6,30
235,4539,991,4,2.99,185,26.99,0.0,1.0,1,2961,0.0,399,2.99,1,0.0,0.0,6,24
236,4463,975,6,2.99,137,22.99,0.0,0.0,2,3036,0.0,399,5.99,1,0.0,0.0,6,29
237,115,23,3,0.99,92,9.99,0.0,0.0,1,1364,0.0,400,0.99,1,0.0,0.0,6,16
238,2667,586,4,0.99,60,27.99,0.0,1.0,1,1917,0.0,400,3.99,1,0.0,0.0,6,24
239,691,151,5,4.99,143,26.99,0.0,0.0,1,1923,0.0,400,6.99,1,0.0,0.0,6,24
240,3774,826,7,4.99,124,19.99,0.0,0.0,2,1194,0.0,402,4.99,1,0.0,0.0,6,21
241,1934,420,7,4.99,128,27.99,0.0,0.0,2,2490,0.0,402,4.99,1,0.0,0.0,6,19
242,3456,758,5,2.99,125,11.99,1.0,0.0,2,2913,0.0,402,2.99,1,0.0,0.0,6,23
243,2124,460,3,4.99,178,26.99,0.0,0.0,2,1221,0.0,403,4.99,1,0.0,0.0,6,18
244,2120,460,3,4.99,178,26.99,0.0,0.0,1,1249,0.0,403,8.99,1,0.0,0.0,6,22
245,1338,295,3,0.99,97,14.99,0.0,0.0,1,2488,0.0,403,3.99,1,0.0,0.0,6,24
246,393,86,6,4.99,121,11.99,0.0,0.0,2,2927,0.0,403,4.99,1,0.0,0.0,6,23
247,518,114,3,0.99,61,26.99,0.0,0.0,2,3049,0.0,403,6.99,1,0.0,0.0,6,29
